Name,Ventas por Tienda y Division,Ventas Presidencia,Operativo Diario,Indicadores Presidencia,Tendencia Firme / No Firme, Ecommerce, Outlet,Ventas Viajes Palacio,Ventas Restaurantes,Operativo Mensual,Operativo Fin de Semana y Semanal,Operativo Anual,Item ID (auto generated),Commentario
N/A,OK,OK,OK,OK,OK,OK,OK,OK,N/A,N/A,N/A,
N/A,OK,OK,OK,OK,OK,OK,OK,N/A,N/A,N/A,N/A,
N/A,OK,OK,OK,OK,OK,OK,OK,N/A,N/A,N/A,N/A,
N/A,OK,OK,OK,OK,OK,OK,OK,N/A,N/A,N/A,N/A,
N/A,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,N/A,
N/A,OK,OK,OK,OK,OK,NO,OK,N/A,N/A,N/A,N/A,"Derivado de que el proveedor no proporcionó el archivo viajes_palacio.csv, el equipo no realizó el envío del “Reporte Ventas Viajes Palacio”. Esto en cumplimiento con el protocolo establecido, ya que, en ausencia del archivo, el reporte se generaría con valores en cero."
N/A,OK,OK,OK,OK,OK,NO,OK,N/A,N/A,N/A,N/A,"Derivado de que el proveedor no proporcionó el archivo viajes_palacio.csv, el equipo no realizó el envío del “Reporte Ventas Viajes Palacio”. Esto en cumplimiento con el protocolo establecido, ya que, en ausencia del archivo, el reporte se generaría con valores en cero."
N/A,OK,OK,OK,OK,OK,OK,OK,N/A,N/A,N/A,N/A,
N/A,OK,OK,OK,OK,OK,OK,OK,N/A,N/A,N/A,N/A,
N/A,OK,OK,OK,OK,OK,OK,OK,N/A,N/A,N/A,N/A,
N/A,OK,OK,OK,OK,OK,OK,OK,N/A,N/A,N/A,N/A,
N/A,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,N/A,
N/A,OK,OK,OK,OK,OK,OK,OK,N/A,N/A,N/A,N/A,
N/A,OK,OK,OK,OK,OK,OK,OK,N/A,N/A,N/A,N/A,
N/A,OK,OK,OK,OK,OK,OK,OK,N/A,N/A,N/A,N/A,
N/A,OK,OK,OK,OK,OK,OK,OK,N/A,N/A,N/A,N/A,
N/A,OK,OK,OK,OK,OK,OK,OK,N/A,N/A,N/A,N/A,"Se presenta una diferencia del: 1% en tienda Santa Fe, 2% en tienda nuevo Coyoacán, 1% casa Palacio Santa Fe, -6% La Boutique Palacio Acoxpa, -1% ventas por internet. Dicha variación se encuentra dentro del margen establecido, por lo que no es necesario detener la cadena operativa.  Al generar el archivo de Boutiques 4 hojas presentaron información de un día anterior, por lo cual se procedió a generar de nuevo el reporte. Posterior a ello se validó el mismo y mostró información actualizada en todas sus hojas.."
N/A,OK,OK,OK,OK,OK,OK,OK,N/A,N/A,N/A,N/A,
N/A,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,N/A,
N/A,OK,OK,OK,OK,OK,OK,OK,N/A,N/A,N/A,N/A,"muestran con diferencias del: 162% La Boutique Palacio Acapulco, 1% en Tienda Durango no aplica un % de diferencia para que se frenen los reportes, por lo que se continúa con las validaciones."
N/A,OK,OK,OK,OK,OK,OK,OK,N/A,N/A,N/A,N/A,"Se presenta una diferencia del 2% en tienda nuevo Coyoacán, -1% en ventas por internet. Dicha variación se encuentra dentro del margen establecido, por lo que no es necesario detener la cadena operativa.  Se recibió data del día para viajes, pero en la comparativa para el año anterior se reportó con data en ceros, por lo cual se notificó al equipo de Palacio, se nos indicó que se mandara ya que tenemos información del día."
N/A,OK,OK,OK,OK,OK,OK,OK,N/A,N/A,N/A,N/A,"Se presento una diferencia del 14% en Tienda Satélite, se levanto ticket P1, las diferencias se debieron a transacciones que se contabilizaron a las 4:00 AM, actualemente se muestran diferencias del 22% en Boutique Pandora Parque Durazn y -1% ventas por internet, se levanto ticket P3."
N/A,OK,OK,OK,OK,OK,OK,OK,N/A,N/A,N/A,N/A,"Se presento una diferencia del 14% en Tienda Satélite, se levanto ticket P1, las diferencias se debieron a transacciones que se contabilizaron a las 4:00 AM, actualemente se muestran diferencias del 22% en Boutique Pandora Parque Durazn y -1% ventas por internet, se levanto ticket P3."
N/A,OK,OK,OK,OK,OK,OK,OK,OK,N/A,N/A,N/A,
N/A,OK,OK,OK,OK,OK,OK,OK,N/A,N/A,N/A,N/A,
N/A,OK,OK,OK,OK,OK,OK,OK,N/A,N/A,N/A,N/A,
N/A,OK,OK,OK,OK,OK,OK,OK,N/A,N/A,N/A,N/A,
N/A,OK,OK,OK,OK,OK,OK,OK,N/A,N/A,N/A,N/A,
N/A,OK,OK,OK,OK,OK,NO,OK,N/A,N/A,N/A,N/A,"Derivado de que el proveedor no proporcionó el archivo viajes_palacio.csv, el equipo no realizó el envío del “Reporte Ventas Viajes Palacio”. Esto en cumplimiento con el protocolo establecido, ya que, en ausencia del archivo, el reporte se generaría con valores en cero."
N/A,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,N/A,
N/A,OK,OK,OK,OK,OK,OK,OK,N/A,N/A,N/A,N/A,
N/A,OK,OK,OK,OK,OK,OK,OK,N/A,N/A,N/A,N/A,
N/A,OK,OK,OK,OK,OK,OK,OK,N/A,N/A,N/A,N/A,
N/A,OK,OK,OK,OK,OK,OK,OK,N/A,N/A,N/A,N/A,
N/A,OK,OK,OK,OK,OK,OK,OK,N/A,N/A,N/A,N/A,
N/A,OK,OK,OK,OK,OK,OK,OK,N/A,N/A,N/A,N/A,
N/A,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,N/A,
N/A,OK,OK,OK,OK,OK,OK,OK,N/A,N/A,N/A,N/A,
N/A,OK,OK,OK,OK,OK,OK,OK,N/A,N/A,N/A,N/A,
N/A,OK,OK,OK,OK,OK,OK,OK,N/A,N/A,N/A,N/A,
N/A,OK,OK,OK,OK,OK,OK,OK,N/A,N/A,N/A,N/A,
N/A,OK,OK,OK,OK,OK,OK,OK,N/A,N/A,N/A,N/A,
N/A,OK,OK,OK,OK,OK,OK,OK,N/A,N/A,N/A,N/A,
N/A,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,N/A,
N/A,OK,OK,OK,OK,OK,OK,OK,N/A,N/A,N/A,N/A,
N/A,OK,OK,OK,OK,OK,OK,OK,N/A,N/A,N/A,N/A,
N/A,OK,OK,OK,OK,OK,OK,OK,N/A,N/A,N/A,N/A,
N/A,OK,OK,OK,OK,OK,OK,OK,N/A,N/A,N/A,N/A,
N/A,OK,OK,OK,OK,OK,OK,OK,N/A,N/A,N/A,N/A,
N/A,OK,OK,OK,OK,OK,OK,OK,N/A,N/A,N/A,N/A,
N/A,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,N/A,
N/A,OK,OK,OK,OK,OK,OK,OK,N/A,N/A,N/A,N/A,
N/A,OK,OK,OK,OK,OK,OK,OK,N/A,N/A,N/A,N/A,
N/A,OK,OK,OK,OK,OK,OK,OK,N/A,N/A,N/A,N/A,
N/A,OK,OK,OK,OK,OK,OK,OK,OK,OK,N/A,N/A,"Se presenta una diferencia del 35% entre ECC y PDTA en la tienda Casa Palacio Santa Fe y -1% entre ECC y PDTA en Ventas por Internet. Dicha variación se encuentra dentro del margen establecido, por lo que no es necesario detener la cadena operativa."
N/A,OK,OK,OK,OK,OK,OK,OK,N/A,N/A,N/A,N/A,"Se presenta una diferencia del 1% entre ECC y PDTA en la tienda Nuevo. Dicha variación se encuentra dentro del margen establecido, por lo que no es necesario detener la cadena operativa."
N/A,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,N/A,"Se presenta una diferencia del 2% entre ECC y PDTA en Tienda Nuevo Coyoacán. Dicha variación se encuentra dentro del margen establecido, por lo que no es necesario detener la cadena operativa."
N/A,OK,OK,OK,OK,OK,OK,OK,N/A,N/A,N/A,N/A,"Se presenta una diferencia del -1% entre ECC y PDTA en Ventas por Internet. Dicha variación se encuentra dentro del margen establecido, por lo que no es necesario detener la cadena operativa."
N/A,OK,OK,OK,OK,OK,OK,OK,N/A,N/A,N/A,N/A,"Se presenta una diferencia del 2% entre ECC y PDTA en Tienda Nuevo Coyoacán y -1 en Ventas por Internet. Dicha variación se encuentra dentro del margen establecido, por lo que no es necesario detener la cadena operativa."
